experiment

dia 0  //3 contralateral

espesor 100 //um

rata 1

area de lesion 0 //um2

celulas
x(um)	y(um)	Tipo	Pb
1819.777667	1370.444333
1811.333333	1359.333333
1798.444333	1360.666667
1791.333333	1368.222333
1790	1383.777667
1800.666667	1393.555667
1817.111	1386

limite vasos
x(um)	y(um)	
1772.222333	1471.111
1768.666667	1457.777667
1761.111	1448.444333
1734.444333	1445.333333
1729.555667	1459.555667
1736.222333	1480.889
1755.777667	1484

limite vasos
x(um)	y(um)	
1722.444333	1535.555667
1719.333333	1520
1704.666667	1493.777667
1692.666667	1478.666667
1679.777667	1500.444333
1670.889	1510.666667
1682.444333	1525.333333
1700.666667	1540
1711.333333	1540.889

limite vasos
x(um)	y(um)	
1570	1461.777667
1578.889	1452
1573.111	1437.777667
1562.889	1440.889
1562	1459.555667

limite vasos
x(um)	y(um)	
1570.444333	1570.222333
1568.222333	1552.889
1557.111	1552.889
1544.222333	1562.666667
1545.111	1575.111
1556.222333	1577.333333

limite vasos
x(um)	y(um)	
1863	1520
1850.111	1520.444333
1837.222333	1530.222333
1841.222333	1552
1853.222333	1556
1869.222333	1548.444333
1899	1538.666667
1905.666667	1528
1903.889	1512.889
1899.444333	1500
1880.333333	1501.333333
1868.333333	1511.555667

limite vasos
x(um)	y(um)	
1924.333333	1539.111
1932.333333	1533.777667
1938.555667	1523.111
1939.444333	1502.666667
1917.666667	1493.333333
1914.555667	1503.555667
1912.777667	1522.666667
1919.889	1531.555667

limite vasos
x(um)	y(um)	
2002.555667	1451.333333
1992.333333	1442.444333
1973.666667	1445.555667
1970.555667	1457.111
1966.555667	1469.555667
1970.555667	1482
1983.889	1485.111
1995	1470

limite vasos
x(um)	y(um)	
2270.111	1453
2281.666667	1446.333333
2292.333333	1440.111
2293.666667	1425
2290.111	1416.555667
2269.666667	1405.889
2268.777667	1395.222333
2250.111	1387.222333
2232.777667	1403.222333
2235.444333	1424.111
2246.555667	1425.889
2269.666667	1429.889
2269.666667	1445

limite vasos
x(um)	y(um)	
2189.666667	1388.555667
2199.889	1397.889
2209.666667	1388.555667
2218.111	1381.444333
2219.444333	1367.222333
2196.777667	1379.222333

limite vasos
x(um)	y(um)	
2231	1302.777667
2218.111	1297.444333
2211.444333	1305.889
2214.111	1322.333333
2225.222333	1327.666667
2232.777667	1323.666667
2234.111	1314.333333

limite vasos
x(um)	y(um)	
1080.777667	1877.555667
1074.555667	1873.333333
1068.333333	1870.222333
1063	1865.333333
1059.666667	1856.222333
1055.666667	1854.222333
1045.444333	1852
1034.555667	1858
1030.111	1867.111
1025	1877.333333
1035.222333	1880.222333
1046.555667	1886.444333
1054.111	1886.444333
1065.889	1890.444333
1078.777667	1886.444333
1081.666667	1881.555667

limite vasos
x(um)	y(um)	
1161.222333	1796.444333
1152.333333	1798.222333
1141.889	1800.444333
